,rutenavn,rutenummer,merking,rutetype,informasjon,geometry
3021,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.851303952989195 59.9031494686338, 10.851303300682073 59.90315702244558, 10.85130158091324 59.90328350928626, 10.851301052414492 59.903370369986085, 10.851305771183672 59.90339410527113, 10.851306417112685 59.903396072177124)"
3022,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.84561861775962 59.90420327478671, 10.845515107278345 59.904235890799406, 10.845490853720767 59.904243505600114)"
3023,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.84561861775962 59.90420327478671, 10.845835737537694 59.904158918275456, 10.84593974342704 59.904148120622004, 10.846056248507093 59.90414666842344, 10.84614532327103 59.90415036066561, 10.846236746436269 59.904157702452004, 10.846329501529604 59.904172929421925, 10.846433981594924 59.904196434871416, 10.846554442251383 59.90423723067773, 10.846658597030498 59.90429029034115, 10.846719972326472 59.90431359117078, 10.846768306401568 59.90432423086313, 10.846915057547466 59.90434256294165, 10.846930932004696 59.90435150183134, 10.846912534132905 59.904416248343146)"
3024,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.849088038030738 59.90427571810535, 10.84908803304008 59.904275628358214, 10.849161472003003 59.90423929984011, 10.849203347495424 59.904210958789044, 10.849244027104877 59.90418362249255, 10.849278791475383 59.90415924333215, 10.849302606824498 59.90413411962327, 10.84930543463583 59.904130307622644, 10.849319767329602 59.904111514353076, 10.849337060549097 59.90408486544476, 10.84936859764126 59.90405711849047, 10.849407788670812 59.90403195864035, 10.849450911458367 59.90400997702327, 10.849510956077257 59.90398039291447, 10.849569554164868 59.90394409278786, 10.84960855521397 59.90391552248768)"
3025,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.853280036888039 59.903115677781216, 10.853139447692515 59.903134091253094, 10.85300260898656 59.903149218419195, 10.852949969833052 59.90315759298495, 10.852905996707042 59.9031674624029, 10.85283498744625 59.90318310093935, 10.85274946737453 59.90320145831558, 10.852629416979005 59.903225869709225, 10.85253389627462 59.90324445734059, 10.85237892659617 59.90327115568358, 10.852328502398718 59.90328398972949, 10.852297967731143 59.90329115518137, 10.852259576644183 59.903298520860154, 10.85221670883364 59.903305769808995, 10.852183130471214 59.903309654770936, 10.852153963824456 59.90331248973428, 10.852080687349162 59.90331953726264, 10.851919537200141 59.90333159188138, 10.85185522404615 59.9033390522366, 10.851721338786147 59.90335907650786, 10.851620357170793 59.90337594385012, 10.851547425238287 59.90338918362919, 10.851507990613385 59.903393869229355, 10.851468486020483 59.90339729835908, 10.851435993262404 59.903398203908864, 10.851423476444477 59.9033982001105)"
3026,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.851336687107942 59.903396994228004, 10.851306417112685 59.903396072177124)"
3027,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.851089209861609 59.90331658107727, 10.851091138672531 59.90327092682827)"
3028,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.842602852423598 59.899225597230085, 10.842576899524808 59.89923152876339)"
3029,['Oppsal-Østmarka'],['F_20210730_01'],JA,,,"LINESTRING (10.843577878720202 59.899204954928614, 10.843651088333555 59.899232312943276, 10.843706603790162 59.89923719474236, 10.844146833577607 59.89925115399635, 10.844169413271379 59.89922308452845)"
3030,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.843577878720202 59.899204954928614, 10.843521064376919 59.899208893322076, 10.843446404760833 59.899210207174455, 10.843372404585677 59.899207290356685, 10.843280220950733 59.89919564612667, 10.843197083723393 59.89918270768176, 10.843141667498196 59.89917638720816, 10.843077233600628 59.89916219910975, 10.843013688019012 59.89914790873991, 10.842968052707343 59.89914064305107, 10.84289429753205 59.8991518238227, 10.842826200453972 59.899171547870665)"
3031,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.853280036888039 59.903115677781216, 10.853338102330246 59.9031116278224)"
3032,['Ukjent'],['osl'],JA,,,"LINESTRING (10.853338102330246 59.9031116278224, 10.853292045882617 59.90321565519513, 10.8531089883139 59.90332870452521, 10.852640725746225 59.903521928123325, 10.852065691433607 59.903714854134186, 10.851602795451678 59.90381198387532, 10.851183453336878 59.90386925008266)"
3033,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.848090921739741 59.904284404622096, 10.847932897007956 59.90431419427622)"
3034,['Oppsal-Østmarka'],['F_20210730_01'],JA,,,"LINESTRING (10.842321133210293 59.898710034015664, 10.842477674456786 59.898792632776136, 10.842718156089399 59.89888330879514, 10.842900670530648 59.89895063424311, 10.8431091005562 59.899027476870685, 10.843459757007423 59.89916080062491, 10.843577878720202 59.899204954928614)"
3035,['Ukjent'],['osl'],JA,,,"LINESTRING (10.854246580740604 59.901504322059466, 10.853813931678356 59.902037546579024, 10.853704583662392 59.902391797288104, 10.853677644188464 59.9024794786349, 10.853593982120778 59.902665858639594, 10.853528758288384 59.902810932752615, 10.853369378217414 59.90304077123615, 10.853345876647507 59.903093914304655, 10.853338102330246 59.9031116278224)"
3036,['Blåmerket sti Lillomarka'],['F_20170626_01'],JA,,,"LINESTRING (10.93592842559915 59.96566302950229, 10.93589313754858 59.96571528276695, 10.935853514328748 59.96575771956732, 10.935793143172717 59.96580073018712, 10.935678546677906 59.96587848768638, 10.935578051331499 59.96594615818677, 10.935506538372898 59.96601008020845, 10.935430824409368 59.96607262670721, 10.935391093080822 59.96610401724877, 10.93531794586765 59.96622284232125, 10.935294967902358 59.96633257843015, 10.935283967057977 59.96644186941915, 10.935294426745232 59.96652901973439, 10.93529737590631 59.9665427187334)"
3037,['Ellingsrudelva-langs'],['F__01'],JA,,"Geometri hentet fra Vbase, 20190503","LINESTRING (10.935560926603708 59.93895244148777, 10.935481336963562 59.93890753240979, 10.935376377660756 59.93884503179078, 10.935272980318969 59.938784753645436, 10.935146379798635 59.938710265216265, 10.935042889159087 59.938648371525055, 10.934914344299168 59.938571216841055, 10.934810675677797 59.938509325586125, 10.934705817179267 59.93845158338083, 10.934597080813177 59.93839793983379, 10.934481074757402 59.93834548066183, 10.934339363106355 59.938291152949844, 10.9342086105596 59.9382467240839, 10.934145603120644 59.938234444766515)"
3038,['Pilegrimsleden-Gudbrandsdalsleden'],['PILEGRIM04'],JA,,,"LINESTRING (10.927711151594083 59.958910509481555, 10.927325873086245 59.95884868446179, 10.927154396590968 59.9587704424244, 10.92686631304727 59.95864890413827, 10.92676226921478 59.95858755065169, 10.926720834112563 59.95843537446636, 10.926058865942668 59.958198128808604, 10.925323757757043 59.957934911905795, 10.925224372567968 59.957922889429334, 10.925038015470058 59.95791213590469, 10.924836089432358 59.95790160925969, 10.92421448200889 59.95791516756979, 10.923690263806671 59.95790942911325, 10.923564503106917 59.95788422737876, 10.923390107414189 59.95779246055014, 10.92326165078873 59.957677479405525, 10.923091548038336 59.95754541096233, 10.922789495758012 59.9573925413456, 10.921618385479226 59.956870693521516, 10.92073130580754 59.95643451919487, 10.920429030991201 59.9563176647606, 10.920042832626612 59.95620203106053, 10.919697383575219 59.95611274882733, 10.919092939990763 59.95601376063384, 10.918615138944729 59.95593987353248, 10.918356646419088 59.95576848673868, 10.918195473684872 59.9556540664086, 10.918120480139459 59.95557432027834, 10.918086531892646 59.95545796021532, 10.918123662048501 59.95528236446618, 10.918114843273301 59.955129801530475, 10.918097231448574 59.95507607677684, 10.917860005876713 59.95492234354059, 10.917512875554909 59.95474784261683, 10.917209243836512 59.95456363702589, 10.916813567221283 59.95428645894876, 10.91665868827772 59.95416296356245, 10.916501101804931 59.95400807093219, 10.916432779804413 59.95395068155444, 10.916002502865542 59.95366951286942, 10.915714753005437 59.953511928990864, 10.915384101139272 59.953427001666206, 10.915007083694631 59.95335163859379, 10.914649532867529 59.953272219566294, 10.914571137542646 59.95309291245, 10.914450579462493 59.952825297089795, 10.914356002635547 59.95261999775075, 10.914275304786914 59.95254042215259, 10.9138326908276 59.95214715289638, 10.913412955482835 59.95185235046247, 10.913206229422043 59.951760949786056, 10.912908282239641 59.95162165120622, 10.912607073990797 59.951540691284436, 10.91228982425069 59.95147343596057, 10.912008837518657 59.95143259975936, 10.911590077052827 59.95135325147906, 10.911052848776356 59.95129385124649, 10.910475608134874 59.95123924977827, 10.909980260854269 59.951170077216574, 10.909405477853266 59.95106163444744, 10.909179206306504 59.95103796393539, 10.908934869397845 59.95101464427702, 10.90864782279748 59.95096481704976, 10.908300091170187 59.95089350237513, 10.9076267810456 59.950728095437455, 10.907520250835796 59.950684726866925, 10.907281853654139 59.950683682998445, 10.907087412368094 59.95066853052933, 10.90691094750321 59.95061719068258, 10.906651350354963 59.95054010676365, 10.90645230701257 59.95046663813374, 10.906158824684566 59.950345133936864, 10.905949723184111 59.95024926557216, 10.905745742992519 59.9501490116327, 10.905669938294443 59.95009181482454, 10.905623186383322 59.9500385095509, 10.905596270707802 59.94992213488826, 10.905553491306003 59.94977895414262, 10.905477342495155 59.94968143389278, 10.905351205143226 59.949570893481905, 10.905201034904003 59.94948773529885, 10.90483621845838 59.94927744047187, 10.904663137017252 59.94916317622147, 10.904436680626395 59.94896435520727, 10.904123924042995 59.94872187056932, 10.90392993782073 59.948598925353835, 10.903618724878639 59.94845503749166, 10.903341360398683 59.94834245609997, 10.902812877369447 59.948165863833545, 10.902469849214109 59.94809464594977, 10.90201021756587 59.94803831180059, 10.901788046581096 59.94803262313611, 10.90165795575329 59.948043390624704, 10.901396642806484 59.94809206655042, 10.900887933401304 59.948238616161404, 10.900739295704623 59.94826321251324, 10.90058848372408 59.94826547535253, 10.900447290089259 59.948244965323006, 10.90033681321759 59.94821053993916, 10.900190322853415 59.948131903916455, 10.900134477460512 59.94803839953058, 10.90012332626582 59.94792179683292, 10.900186139993975 59.94780861956301, 10.900269091268312 59.94769066126017, 10.90029675684957 59.94764535373069, 10.900315523119525 59.94758221081042, 10.900288719914965 59.94742990642076, 10.900276751905528 59.94731780638827, 10.900334453907861 59.94720919356083, 10.900467481367114 59.94713093174852, 10.900665448433667 59.94705173408495, 10.900764980033157 59.946992008014334, 10.900796519737755 59.94693308202336, 10.900745693465831 59.94687094184846, 10.90068915222563 59.94684032029567, 10.90066430829648 59.94683169648255, 10.900461630928504 59.94679419866595, 10.90026417876236 59.946707225386604, 10.90003603538671 59.946553240628575, 10.899860814547793 59.94651992712411, 10.899647469576411 59.94652749070461, 10.899229569741472 59.94663679909973, 10.898915971786558 59.94667275031147, 10.898583960149562 59.94663720129014, 10.898474815440647 59.94660715631227, 10.898273158877776 59.94652482133654, 10.89810064174966 59.94648239499307, 10.897835816592073 59.94647264302619, 10.897561623102957 59.94649006048731, 10.897311639257298 59.946520691650335, 10.897189632044395 59.94652244653157, 10.897015482400331 59.94648902405063, 10.896944788610476 59.94646758625457, 10.896753936934989 59.94635805843049, 10.896620511186597 59.94621635820314, 10.896344021582262 59.94568582732622, 10.896190722482336 59.94545001382273, 10.895970008434892 59.945206187412595, 10.8957803855857 59.94504274987667, 10.895662454519691 59.94495902802071, 10.895531248161761 59.94489364005056, 10.895417649990819 59.94486383625238, 10.89512310043718 59.944841213060734, 10.894416433708967 59.944806365653086, 10.894189852185816 59.94478258454949, 10.893873394628574 59.944724256246886, 10.893621804346266 59.94462924845722, 10.893159462997446 59.94441125088555, 10.892553336525703 59.94412364031655)"
3039,['Liastua Nord'],['F_20211217_01'],JA,,,"LINESTRING (10.93529737590631 59.9665427187334, 10.935359968376456 59.96675880256191, 10.936299785380857 59.96721557528989, 10.937133575213727 59.96776452508375, 10.93730555034552 59.96816600482753, 10.937259006956879 59.968418180394586, 10.937421926156242 59.968587881138525, 10.937737608914126 59.96866138826491)"
3040,"['Ukjent', 'Ukjent', 'Frognerseteren-Kikut']","['osl28', 'osl29', 'osl134']",JA,,,"LINESTRING (10.655037690070635 60.05111818293346, 10.654986171080395 60.051215554045434, 10.654952758228253 60.051258452802685, 10.655291136518523 60.05229889438177, 10.65525056221621 60.05258257553346, 10.655337890120142 60.052967129209314, 10.655426656714331 60.05335884966373, 10.655643056153092 60.05431208470571, 10.65644836281236 60.05499847910708, 10.656522856561157 60.05506202981558, 10.656784920108024 60.05557084654262, 10.656900535555312 60.055795361346426, 10.657023712015022 60.056034510244295, 10.65710946073279 60.05620066301011, 10.657131762232591 60.05624421110048, 10.657186245631632 60.05654268759832, 10.657213031926144 60.05669000061579, 10.657145262773307 60.05700069691078, 10.655494193724314 60.05854088714104, 10.654885201526378 60.05929744161389, 10.654804099747965 60.059898481267524, 10.654625894932952 60.0601784058017, 10.654530135772559 60.06032895910129, 10.654343924191606 60.060621287438536, 10.654033289272293 60.06091876441836, 10.653983918226789 60.060966083503054, 10.65384316508377 60.061100763735126, 10.653858577685046 60.06140871096155, 10.653870050730644 60.061634351178846, 10.653692640800669 60.061776135687225, 10.653648416001333 60.06181144546204, 10.653454064552736 60.06196655384256, 10.653438691411617 60.061978870501314, 10.653396544259326 60.06201262742705, 10.653359124602424 60.062087009396556, 10.653342306580953 60.06212071901619, 10.653467498586686 60.06256173986487, 10.653476643009048 60.06259368787453, 10.653558898829141 60.06288391479897, 10.653548149108206 60.063186082017886, 10.653545463010094 60.063268831097844, 10.653502207829222 60.06337382163568, 10.65338950295455 60.0635342853577)"
3041,"['Ukjent', 'Ukjent', 'Frognerseteren-Kikut']","['osl28', 'osl29', 'osl134']",JA,,,"LINESTRING (10.651151855485207 60.06535153929705, 10.651107950673026 60.065393400308345, 10.651073430606516 60.06547924105204, 10.651029585413875 60.06559061456639, 10.651025822307806 60.06561958051034, 10.651011333109485 60.06568559246133, 10.650976808013683 60.06577134342403, 10.650944853395238 60.0657934764993, 10.650972661223161 60.06584656652698, 10.651040956704108 60.06590085744476, 10.651127342187454 60.065993540941186, 10.651177980605112 60.066093586147616, 10.65116825419751 60.066168609495115, 10.651134730456956 60.06624563637761, 10.651107150257653 60.066322948280806, 10.65111313368098 60.06645345793192, 10.651118115715983 60.066592691695135, 10.651111988849904 60.066682219375835, 10.651112579827664 60.06672280630781, 10.651153100991355 60.06681094324776, 10.651213688594385 60.0669230784307, 10.6512734653546 60.06699741352487, 10.651276044306476 60.067066984398394, 10.65128222320646 60.067151059606815, 10.651285596997619 60.06721496249734, 10.651275702954647 60.06733336636557, 10.651204658438365 60.06747579468826, 10.65115583429305 60.06753792444722, 10.651140942077056 60.067563526736635, 10.651053814105534 60.06774010411281, 10.650995050256823 60.067790323308124, 10.650917461771805 60.06784859099013, 10.650881928237832 60.067942976269144, 10.65084487715039 60.06803576389289, 10.650817035908466 60.0680827230423, 10.65078270332268 60.06821193972902, 10.650770799510552 60.06825780181451, 10.650847857712412 60.068332729669955, 10.650932045940381 60.06839930591478, 10.650971567221584 60.06849616699385, 10.650932335334915 60.0685561112531, 10.650968085169195 60.068768066529664, 10.65086634142291 60.069004639902005, 10.650775058197503 60.069216833798166, 10.650755418457091 60.06926252300611, 10.650542422199631 60.06975770164919, 10.65033119641311 60.069907177684186, 10.650194770801406 60.07000363001523, 10.650116397813811 60.07001394821206, 10.649999992114623 60.07002914159307, 10.649724334611832 60.07006518172485, 10.649354507748471 60.070165891670115, 10.648844731717936 60.070620222338924, 10.648727047325238 60.07072506121528, 10.648654862048499 60.070909802827444, 10.648558940121742 60.071155462236284, 10.648558773554075 60.071159326155865, 10.648547673745538 60.07140141348483, 10.64864850864767 60.071675425101624, 10.648558835147355 60.071837482994546, 10.648424387797931 60.0718766097352, 10.648368391075081 60.07197169829658, 10.648401942830455 60.07210024769384, 10.648379624344885 60.07224000125164, 10.648289964799694 60.07230156104022, 10.648117682089058 60.07234241633085, 10.648054806362156 60.07235730007182, 10.64802342706411 60.07238032328488, 10.647595302982305 60.07269280857846, 10.646844537006336 60.07284944807935, 10.645757638396374 60.07348105159243, 10.645531634723232 60.07354403654116, 10.645260586300417 60.073640811227015, 10.64508262164266 60.07372295602945, 10.644976700255844 60.073811838423524)"
